Data,Descrição,Categoria,Valor,Centro de Custo
2025-08-31,Padaria Pão Quente,Alimentação,-11.60,Família
2025-08-31,Sorvete,Lazer,-39.00,Família
2025-09-01,Padaria Pão Quente,Alimentação,-13.70,Família
2025-09-01,Gasolina Posto Ipiranga,Carro,-94.00,Família
2025-09-01,Supermercado Extra,Mercado,-267.80,Família
2025-09-02,Padaria Pão Quente,Alimentação,-15.50,Família
2025-09-02,Lanche escolar,Alimentação,-8.00,Filho
2025-09-02,Netflix,Lazer,-55.90,Família
2025-09-03,Padaria Pão Quente,Alimentação,-12.40,Família
2025-09-03,Lanche escolar,Alimentação,-8.00,Filho
2025-09-03,Uber Eats,Alimentação,-73.50,Família
2025-09-04,Padaria Pão Quente,Alimentação,-14.20,Família
2025-09-04,Lanche escolar,Alimentação,-8.00,Filho
2025-09-04,Farmácia - Antigripal,Saúde,-42.80,Família
2025-09-05,Salário,Receita,5000.00,Romeu
2025-09-05,Salário,Receita,4500.00,Julieta
2025-09-05,Padaria Pão Quente,Alimentação,-13.50,Família
2025-09-05,Feira livre,Mercado,-77.50,Família
2025-09-05,Mensalidade escola,Educação,-650.00,Filho
2025-09-06,Aluguel Setembro,Moradia,-1800.00,Família
2025-09-06,Padaria Pão Quente,Alimentação,-15.90,Família
2025-09-06,Pizzaria,Alimentação,-105.00,Família
2025-09-07,Conta de Luz,Energia,-168.00,Família
2025-09-07,Conta de Água,Água,-84.00,Família
2025-09-07,Padaria Pão Quente,Alimentação,-11.80,Família
2025-09-07,Feriado - Churrasco,Alimentação,-256.00,Família
2025-09-08,Plano de Celular,Telefone,-120.00,Romeu
2025-09-08,Plano de Celular,Telefone,-120.00,Julieta
2025-09-08,Padaria Pão Quente,Alimentação,-14.60,Família
2025-09-08,Gasolina Posto BR,Carro,-91.00,Família
2025-09-09,Padaria Pão Quente,Alimentação,-12.70,Família
2025-09-09,Lanche escolar,Alimentação,-8.00,Filho
2025-09-09,Spotify,Lazer,-21.90,Romeu
2025-09-10,Padaria Pão Quente,Alimentação,-13.90,Família
2025-09-10,Lanche escolar,Alimentação,-8.00,Filho
2025-09-10,Supermercado Carrefour,Mercado,-289.40,Família
2025-09-11,Padaria Pão Quente,Alimentação,-15.30,Família
2025-09-11,Lanche escolar,Alimentação,-8.00,Filho
2025-09-11,Bob's,Alimentação,-51.90,Família
2025-09-12,Padaria Pão Quente,Alimentação,-12.50,Família
2025-09-12,Feira livre,Mercado,-81.30,Família
2025-09-12,Sorveteria,Lazer,-44.00,Família
2025-09-13,Padaria Pão Quente,Alimentação,-14.70,Família
2025-09-13,Cinema,Lazer,-84.00,Família
2025-09-13,Pipoca cinema,Lazer,-38.00,Família
2025-09-14,Padaria Pão Quente,Alimentação,-11.90,Família
2025-09-14,Restaurante,Alimentação,-195.00,Família
2025-09-15,Padaria Pão Quente,Alimentação,-13.60,Família
2025-09-15,Gasolina Posto Shell,Carro,-93.00,Família
2025-09-15,Supermercado Atacadão,Mercado,-312.60,Família
2025-09-16,Padaria Pão Quente,Alimentação,-15.40,Família
2025-09-16,Lanche escolar,Alimentação,-8.00,Filho
2025-09-16,Farmácia - Vitaminas,Saúde,-68.50,Família
2025-09-17,Padaria Pão Quente,Alimentação,-12.20,Família
2025-09-17,Lanche escolar,Alimentação,-8.00,Filho
2025-09-17,Uber - Centro médico,Transporte,-23.50,Romeu
2025-09-18,Padaria Pão Quente,Alimentação,-14.80,Família
2025-09-18,Lanche escolar,Alimentação,-8.00,Filho
2025-09-18,Médico clínico,Saúde,-280.00,Romeu
2025-09-19,Padaria Pão Quente,Alimentação,-13.20,Família
2025-09-19,Feira livre,Mercado,-79.70,Família
2025-09-19,Exames médicos,Saúde,-420.00,Romeu
2025-09-20,Padaria Pão Quente,Alimentação,-15.80,Família
2025-09-20,Shopping - Passeio,Lazer,-145.00,Família
2025-09-21,Padaria Pão Quente,Alimentação,-11.50,Família
2025-09-21,Almoço domingo,Alimentação,-182.00,Família
2025-09-22,Padaria Pão Quente,Alimentação,-14.40,Família
2025-09-22,Gasolina Posto Ipiranga,Carro,-88.00,Família
2025-09-22,Supermercado Dia,Mercado,-256.80,Família
2025-09-23,Padaria Pão Quente,Alimentação,-12.90,Família
2025-09-23,Lanche escolar,Alimentação,-8.00,Filho
2025-09-23,Netflix,Lazer,-55.90,Família
2025-09-24,Padaria Pão Quente,Alimentação,-13.80,Família
2025-09-24,Lanche escolar,Alimentação,-8.00,Filho
2025-09-24,Uber Eats,Alimentação,-76.50,Família
2025-09-25,Padaria Pão Quente,Alimentação,-15.60,Família
2025-09-25,Lanche escolar,Alimentação,-8.00,Filho
2025-09-25,Roupa nova - Shopping,Vestuário,-320.00,Julieta
2025-09-26,Padaria Pão Quente,Alimentação,-12.30,Família
2025-09-26,Feira livre,Mercado,-84.90,Família
2025-09-26,Brinquedo,Presentes,-72.00,Filho
2025-09-27,Padaria Pão Quente,Alimentação,-14.90,Família
2025-09-27,Restaurante,Alimentação,-201.00,Família
2025-09-28,Padaria Pão Quente,Alimentação,-11.60,Família
2025-09-28,Parque de diversões,Lazer,-165.00,Família
2025-09-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-09-29,Padaria Pão Quente,Alimentação,-13.70,Família
2025-09-29,Gasolina Posto BR,Carro,-95.00,Família
2025-09-29,Supermercado Extra,Mercado,-234.70,Família
2025-09-30,Padaria Pão Quente,Alimentação,-15.50,Família
2025-09-30,Sorvete,Lazer,-41.00,Família
2025-10-01,Padaria Pão Quente,Alimentação,-12.40,Família
2025-10-01,Lanche escolar,Alimentação,-8.00,Filho
2025-10-01,Farmácia - Remédios,Saúde,-54.90,Família
2025-10-02,Padaria Pão Quente,Alimentação,-14.20,Família
2025-10-02,Lanche escolar,Alimentação,-8.00,Filho
2025-10-02,Pizzaria,Alimentação,-96.00,Família
2025-10-03,Padaria Pão Quente,Alimentação,-13.50,Família
2025-10-03,Feira livre,Mercado,-78.60,Família
2025-10-03,Cinema,Lazer,-84.00,Família
2025-10-04,Padaria Pão Quente,Alimentação,-15.90,Família
2025-10-04,Almoço final de semana,Alimentação,-178.00,Família
2025-10-05,Salário,Receita,5000.00,Romeu
2025-10-05,Salário,Receita,4500.00,Julieta
2025-10-05,Padaria Pão Quente,Alimentação,-11.80,Família
2025-10-05,Mensalidade escola,Educação,-650.00,Filho
2025-10-06,Aluguel Outubro,Moradia,-1800.00,Família
2025-10-06,Padaria Pão Quente,Alimentação,-14.60,Família
2025-10-06,Gasolina Posto Shell,Carro,-90.00,Família
2025-10-06,Netflix,Lazer,-55.90,Família
2025-10-07,Conta de Luz,Energia,-192.00,Família
2025-10-07,Conta de Água,Água,-96.00,Família
2025-10-07,Padaria Pão Quente,Alimentação,-12.70,Família
2025-10-07,Lanche escolar,Alimentação,-8.00,Filho
2025-10-08,Plano de Celular,Telefone,-120.00,Romeu
2025-10-08,Plano de Celular,Telefone,-120.00,Julieta
2025-10-08,Padaria Pão Quente,Alimentação,-13.90,Família
2025-10-08,Supermercado Carrefour,Mercado,-298.50,Família
2025-10-09,Padaria Pão Quente,Alimentação,-15.30,Família
2025-10-09,Lanche escolar,Alimentação,-8.00,Filho
2025-10-09,Spotify,Lazer,-21.90,Romeu
2025-10-10,Padaria Pão Quente,Alimentação,-12.50,Família
2025-10-10,Lanche escolar,Alimentação,-8.00,Filho
2025-10-10,Uber Eats,Alimentação,-79.50,Família
2025-10-11,Padaria Pão Quente,Alimentação,-14.70,Família
2025-10-11,Feira livre,Mercado,-82.40,Família
2025-10-11,Sorveteria,Lazer,-47.00,Família
2025-10-12,Padaria Pão Quente,Alimentação,-11.90,Família
2025-10-12,Feriado - Restaurante,Alimentação,-218.00,Família
2025-10-13,Padaria Pão Quente,Alimentação,-13.60,Família
2025-10-13,Gasolina Posto Ipiranga,Carro,-94.00,Família
2025-10-13,Supermercado Atacadão,Mercado,-276.90,Família
2025-10-14,Padaria Pão Quente,Alimentação,-15.40,Família
2025-10-14,Lanche escolar,Alimentação,-8.00,Filho
2025-10-14,Bob's,Alimentação,-54.90,Família
2025-10-15,Padaria Pão Quente,Alimentação,-12.20,Família
2025-10-15,Lanche escolar,Alimentação,-8.00,Filho
2025-10-15,Presente Dia dos Professores,Presentes,-85.00,Filho
2025-10-16,Padaria Pão Quente,Alimentação,-14.80,Família
2025-10-16,Lanche escolar,Alimentação,-8.00,Filho
2025-10-16,Farmácia - Antitérmico,Saúde,-36.90,Família
2025-10-17,Padaria Pão Quente,Alimentação,-13.20,Família
2025-10-17,Feira livre,Mercado,-79.80,Família
2025-10-17,Cinema,Lazer,-84.00,Família
2025-10-18,Padaria Pão Quente,Alimentação,-15.80,Família
2025-10-18,Shopping - Roupas,Vestuário,-267.00,Família
2025-10-19,Padaria Pão Quente,Alimentação,-11.50,Família
2025-10-19,Restaurante,Alimentação,-196.00,Família
2025-10-20,Padaria Pão Quente,Alimentação,-14.40,Família
2025-10-20,Gasolina Posto BR,Carro,-89.00,Família
2025-10-20,Supermercado Dia,Mercado,-245.30,Família
2025-10-21,Padaria Pão Quente,Alimentação,-12.90,Família
2025-10-21,Lanche escolar,Alimentação,-8.00,Filho
2025-10-21,Netflix,Lazer,-55.90,Família
2025-10-22,Padaria Pão Quente,Alimentação,-13.80,Família
2025-10-22,Lanche escolar,Alimentação,-8.00,Filho
2025-10-22,Manutenção do carro - Troca de pneu,Carro,-380.00,Família
2025-10-23,Padaria Pão Quente,Alimentação,-15.60,Família
2025-10-23,Lanche escolar,Alimentação,-8.00,Filho
2025-10-23,Uber Eats,Alimentação,-74.50,Família
2025-10-24,Padaria Pão Quente,Alimentação,-12.30,Família
2025-10-24,Feira livre,Mercado,-85.60,Família
2025-10-24,Brinquedo,Presentes,-95.00,Filho
2025-10-25,Padaria Pão Quente,Alimentação,-14.90,Família
2025-10-25,Veterinário - Consulta,Pet,-190.00,Cachorro
2025-10-25,Pizzaria,Alimentação,-102.00,Família
2025-10-26,Padaria Pão Quente,Alimentação,-11.60,Família
2025-10-26,Parque aquático,Lazer,-205.00,Família
2025-10-27,Padaria Pão Quente,Alimentação,-13.70,Família
2025-10-27,Gasolina Posto Shell,Carro,-92.00,Família
2025-10-27,Supermercado Extra,Mercado,-267.80,Família
2025-10-28,Padaria Pão Quente,Alimentação,-15.50,Família
2025-10-28,Lanche escolar,Alimentação,-8.00,Filho
2025-10-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-10-29,Padaria Pão Quente,Alimentação,-12.40,Família
2025-10-29,Lanche escolar,Alimentação,-8.00,Filho
2025-10-29,Farmácia - Vitaminas,Saúde,-73.50,Família
2025-10-30,Padaria Pão Quente,Alimentação,-14.20,Família
2025-10-30,Lanche escolar,Alimentação,-8.00,Filho
2025-10-30,Dentista - Consulta,Saúde,-200.00,Romeu
2025-10-31,Padaria Pão Quente,Alimentação,-13.50,Família
2025-10-31,Feira livre,Mercado,-81.70,Família
2025-10-31,Sorvete,Lazer,-42.00,Família
2025-11-01,Padaria Pão Quente,Alimentação,-15.90,Família
2025-11-01,Almoço final de semana,Alimentação,-185.00,Família
2025-11-02,Padaria Pão Quente,Alimentação,-11.80,Família
2025-11-02,Feriado - Cinema,Lazer,-84.00,Família
2025-11-03,Padaria Pão Quente,Alimentação,-14.60,Família
2025-11-03,Gasolina Posto Ipiranga,Carro,-91.00,Família
2025-11-03,Supermercado Carrefour,Mercado,-289.40,Família
2025-11-04,Padaria Pão Quente,Alimentação,-12.70,Família
2025-11-04,Lanche escolar,Alimentação,-8.00,Filho
2025-11-04,Netflix,Lazer,-55.90,Família
2025-11-05,Salário,Receita,5000.00,Romeu
2025-11-05,Salário,Receita,4500.00,Julieta
2025-11-05,Padaria Pão Quente,Alimentação,-13.90,Família
2025-11-05,Lanche escolar,Alimentação,-8.00,Filho
2025-11-05,Mensalidade escola,Educação,-650.00,Filho
2025-11-06,Aluguel Novembro,Moradia,-1800.00,Família
2025-11-06,Padaria Pão Quente,Alimentação,-15.30,Família
2025-11-06,Uber Eats,Alimentação,-81.50,Família
2025-11-07,Conta de Luz,Energia,-205.00,Família
2025-11-07,Conta de Água,Água,-105.00,Família
2025-11-07,Padaria Pão Quente,Alimentação,-12.50,Família
2025-11-07,Feira livre,Mercado,-76.90,Família
2025-11-08,Plano de Celular,Telefone,-120.00,Romeu
2025-11-08,Plano de Celular,Telefone,-120.00,Julieta
2025-11-08,Padaria Pão Quente,Alimentação,-14.70,Família
2025-11-08,Pizzaria,Alimentação,-108.00,Família
2025-11-09,Padaria Pão Quente,Alimentação,-11.90,Família
2025-11-09,Shopping - Passeio,Lazer,-155.00,Família
2025-11-10,Padaria Pão Quente,Alimentação,-13.60,Família
2025-11-10,Gasolina Posto BR,Carro,-87.00,Família
2025-11-10,Supermercado Atacadão,Mercado,-298.70,Família
2025-11-11,Padaria Pão Quente,Alimentação,-15.40,Família
2025-11-11,Lanche escolar,Alimentação,-8.00,Filho
2025-11-11,Spotify,Lazer,-21.90,Romeu
2025-11-12,Padaria Pão Quente,Alimentação,-12.20,Família
2025-11-12,Lanche escolar,Alimentação,-8.00,Filho
2025-11-12,Bob's,Alimentação,-48.90,Família
2025-11-13,Padaria Pão Quente,Alimentação,-14.80,Família
2025-11-13,Lanche escolar,Alimentação,-8.00,Filho
2025-11-13,Farmácia - Remédios,Saúde,-61.80,Família
2025-11-14,Padaria Pão Quente,Alimentação,-13.20,Família
2025-11-14,Feira livre,Mercado,-83.40,Família
2025-11-14,Sorveteria,Lazer,-45.00,Família
2025-11-15,Padaria Pão Quente,Alimentação,-15.80,Família
2025-11-15,Feriado - Churrasco,Alimentação,-267.00,Família
2025-11-16,Padaria Pão Quente,Alimentação,-11.50,Família
2025-11-16,Restaurante,Alimentação,-205.00,Família
2025-11-17,Padaria Pão Quente,Alimentação,-14.40,Família
2025-11-17,Gasolina Posto Shell,Carro,-95.00,Família
2025-11-17,Supermercado Dia,Mercado,-256.80,Família
2025-11-18,Padaria Pão Quente,Alimentação,-12.90,Família
2025-11-18,Lanche escolar,Alimentação,-8.00,Filho
2025-11-18,Uber - Trabalho,Transporte,-21.50,Julieta
2025-11-19,Padaria Pão Quente,Alimentação,-13.80,Família
2025-11-19,Lanche escolar,Alimentação,-8.00,Filho
2025-11-19,Médico oftalmologista,Saúde,-280.00,Julieta
2025-11-20,Padaria Pão Quente,Alimentação,-15.60,Família
2025-11-20,Lanche escolar,Alimentação,-8.00,Filho
2025-11-20,Óculos novos,Saúde,-450.00,Julieta
2025-11-21,Padaria Pão Quente,Alimentação,-12.30,Família
2025-11-21,Feira livre,Mercado,-79.60,Família
2025-11-21,Cinema,Lazer,-84.00,Família
2025-11-22,Padaria Pão Quente,Alimentação,-14.90,Família
2025-11-22,Parque de diversões,Lazer,-175.00,Família
2025-11-23,Padaria Pão Quente,Alimentação,-11.60,Família
2025-11-23,Almoço domingo,Alimentação,-192.00,Família
2025-11-24,Padaria Pão Quente,Alimentação,-13.70,Família
2025-11-24,Gasolina Posto Ipiranga,Carro,-90.00,Família
2025-11-24,Supermercado Extra,Mercado,-234.60,Família
2025-11-25,Padaria Pão Quente,Alimentação,-15.50,Família
2025-11-25,Lanche escolar,Alimentação,-8.00,Filho
2025-11-25,Netflix,Lazer,-55.90,Família
2025-11-26,Padaria Pão Quente,Alimentação,-12.40,Família
2025-11-26,Lanche escolar,Alimentação,-8.00,Filho
2025-11-26,Uber Eats,Alimentação,-78.50,Família
2025-11-27,Padaria Pão Quente,Alimentação,-14.20,Família
2025-11-27,Lanche escolar,Alimentação,-8.00,Filho
2025-11-27,Farmácia - Vitaminas,Saúde,-69.50,Família
2025-11-28,Padaria Pão Quente,Alimentação,-13.50,Família
2025-11-28,Feira livre,Mercado,-86.80,Família
2025-11-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-11-29,Padaria Pão Quente,Alimentação,-15.90,Família
2025-11-29,Restaurante,Alimentação,-208.00,Família
2025-11-30,Padaria Pão Quente,Alimentação,-11.80,Família
2025-11-30,Sorvete,Lazer,-43.00,Família
2025-12-01,Padaria Pão Quente,Alimentação,-14.60,Família
2025-12-01,Gasolina Posto BR,Carro,-93.00,Família
2025-12-01,Supermercado Carrefour,Mercado,-298.50,Família
2025-12-02,Padaria Pão Quente,Alimentação,-12.70,Família
2025-12-02,Lanche escolar,Alimentação,-8.00,Filho
2025-12-02,Netflix,Lazer,-55.90,Família
2025-12-03,Padaria Pão Quente,Alimentação,-13.90,Família
2025-12-03,Lanche escolar,Alimentação,-8.00,Filho
2025-12-03,Pizzaria,Alimentação,-98.00,Família
2025-12-04,Padaria Pão Quente,Alimentação,-15.30,Família
2025-12-04,Feira livre,Mercado,-74.50,Família
2025-12-04,Cinema,Lazer,-84.00,Família
2025-12-05,Salário,Receita,5000.00,Romeu
2025-12-05,Salário,Receita,4500.00,Julieta
2025-12-05,13º Salário,Receita,5000.00,Romeu
2025-12-05,13º Salário,Receita,4500.00,Julieta
2025-12-05,Padaria Pão Quente,Alimentação,-12.50,Família
2025-12-05,Mensalidade escola,Educação,-650.00,Filho
2025-12-06,Aluguel Dezembro,Moradia,-1800.00,Família
2025-12-06,Padaria Pão Quente,Alimentação,-14.70,Família
2025-12-06,Spotify,Lazer,-21.90,Romeu
2025-12-07,Conta de Luz,Energia,-220.00,Família
2025-12-07,Conta de Água,Água,-110.00,Família
2025-12-07,Padaria Pão Quente,Alimentação,-11.90,Família
2025-12-07,Almoço domingo,Alimentação,-198.00,Família
2025-12-08,Plano de Celular,Telefone,-120.00,Romeu
2025-12-08,Plano de Celular,Telefone,-120.00,Julieta
2025-12-08,Padaria Pão Quente,Alimentação,-13.60,Família
2025-12-08,Gasolina Posto Shell,Carro,-96.00,Família
2025-12-09,Padaria Pão Quente,Alimentação,-15.40,Família
2025-12-09,Lanche escolar,Alimentação,-8.00,Filho
2025-12-09,Supermercado Atacadão,Mercado,-345.80,Família
2025-12-10,Padaria Pão Quente,Alimentação,-12.20,Família
2025-12-10,Lanche escolar,Alimentação,-8.00,Filho
2025-12-10,Uber Eats,Alimentação,-75.50,Família
2025-12-11,Padaria Pão Quente,Alimentação,-14.80,Família
2025-12-11,Lanche escolar,Alimentação,-8.00,Filho
2025-12-11,Farmácia - Protetor solar,Saúde,-58.90,Família
2025-12-12,Padaria Pão Quente,Alimentação,-13.20,Família
2025-12-12,Feira livre,Mercado,-82.70,Família
2025-12-12,Sorveteria,Lazer,-49.00,Família
2025-12-13,Padaria Pão Quente,Alimentação,-15.80,Família
2025-12-13,Shopping - Presentes Natal,Presentes,-485.00,Família
2025-12-14,Padaria Pão Quente,Alimentação,-11.50,Família
2025-12-14,Restaurante,Alimentação,-215.00,Família
2025-12-15,Padaria Pão Quente,Alimentação,-14.40,Família
2025-12-15,Gasolina Posto Ipiranga,Carro,-89.00,Família
2025-12-15,Supermercado Dia,Mercado,-267.90,Família
2025-12-16,Padaria Pão Quente,Alimentação,-12.90,Família
2025-12-16,Lanche escolar,Alimentação,-8.00,Filho
2025-12-16,Bob's,Alimentação,-52.90,Família
2025-12-17,Padaria Pão Quente,Alimentação,-13.80,Família
2025-12-17,Lanche escolar,Alimentação,-8.00,Filho
2025-12-17,Presente Natal - Brinquedos,Presentes,-380.00,Filho
2025-12-18,Padaria Pão Quente,Alimentação,-15.60,Família
2025-12-18,Lanche escolar,Alimentação,-8.00,Filho
2025-12-18,Uber - Shopping,Transporte,-18.50,Julieta
2025-12-19,Padaria Pão Quente,Alimentação,-12.30,Família
2025-12-19,Feira livre,Mercado,-88.60,Família
2025-12-19,Cinema,Lazer,-84.00,Família
2025-12-20,Padaria Pão Quente,Alimentação,-14.90,Família
2025-12-20,Roupas novas - Natal,Vestuário,-456.00,Família
2025-12-21,Padaria Pão Quente,Alimentação,-11.60,Família
2025-12-21,Restaurante,Alimentação,-235.00,Família
2025-12-22,Padaria Pão Quente,Alimentação,-13.70,Família
2025-12-22,Gasolina Posto BR,Carro,-94.00,Família
2025-12-22,Supermercado Extra - Compras de Natal,Mercado,-567.80,Família
2025-12-23,Padaria Pão Quente,Alimentação,-15.50,Família
2025-12-23,Feira livre - Compras Natal,Mercado,-145.00,Família
2025-12-23,Netflix,Lazer,-55.90,Família
2025-12-24,Padaria Pão Quente,Alimentação,-12.40,Família
2025-12-24,Ceia de Natal - Supermercado,Mercado,-485.00,Família
2025-12-24,Bebidas para ceia,Mercado,-158.00,Família
2025-12-25,Padaria Pão Quente,Alimentação,-14.20,Família
2025-12-25,Almoço de Natal - Restaurante,Alimentação,-398.00,Família
2025-12-26,Padaria Pão Quente,Alimentação,-13.50,Família
2025-12-26,Parque aquático,Lazer,-225.00,Família
2025-12-27,Padaria Pão Quente,Alimentação,-15.90,Família
2025-12-27,Uber - Passeio,Transporte,-28.00,Família
2025-12-27,Shopping - Liquidação,Vestuário,-298.00,Família
2025-12-28,Padaria Pão Quente,Alimentação,-11.80,Família
2025-12-28,Ração para cachorro,Pet,-95.00,Cachorro
2025-12-28,Petiscos para cachorro,Pet,-42.00,Cachorro
2025-12-29,Padaria Pão Quente,Alimentação,-14.60,Família
2025-12-29,Gasolina Posto Shell,Carro,-97.00,Família
2025-12-29,Supermercado Carrefour,Mercado,-234.50,Família
2025-12-30,Padaria Pão Quente,Alimentação,-12.70,Família
2025-12-30,Preparativos viagem,Diversos,-256.00,Família
2025-12-30,Hotel - Reserva férias,Lazer,-1200.00,Família
2025-12-31,Padaria Pão Quente,Alimentação,-13.90,Família
2025-12-31,Jantar Réveillon,Alimentação,-456.00,Família
2025-12-31,Fogos de artifício,Lazer,-125.00,Família
